,sentence,sent_length,end_of_par,final_punct,final_word
2164,"""Nothing?""",10,0,"""","""Nothing?"""
2165,"said Ron eagerly.
",18,1,.,"eagerly.
"
2166,"""Well - I remember a lot of green light, but nothing else.""
",60,1,"""","else.""
"
2167,"""Wow,"" said Ron.",16,0,.,Ron.
2168,"He sat and stared at Harry for a few moments, then, as though he had suddenly realized what he was doing, he looked quickly out of the window again.
",149,1,.,"again.
"
2169,"""Are all your family wizards?""",30,0,"""","wizards?"""
2170,"asked Harry, who found Ron just as interesting as Ron found him.
",65,1,.,"him.
"
2171,"""Er - yes, I think so,"" said Ron.",33,0,.,Ron.
2172,"""I think Mom's got a second cousin who's an accountant, but we never talk about him.""
",86,1,"""","him.""
"
2173,"""So you must know loads of magic already.""
",43,1,"""","already.""
"
2174,"The Weasleys were clearly one of those old wizarding families the pale boy in Diagon Alley had talked about.
",109,1,.,"about.
"
2175,"""I heard you went to live with Muggles,"" said Ron.",50,0,.,Ron.
2176,"""What are they like?""
",22,1,"""","like?""
"
2177,"""Horrible - well, not all of them.",34,0,.,them.
2178,"My aunt and uncle and cousin are, though.",41,0,.,though.
2179,"Wish I'd had three wizard brothers.""
",37,1,"""","brothers.""
"
2180,"""Five,"" said Ron.",17,0,.,Ron.
2181,"For some reason, he was looking gloomy.",39,0,.,gloomy.
2182,"""I'm the sixth in our family to go to Hogwarts.",47,0,.,Hogwarts.
2183,You could say I've got a lot to live up to.,43,0,.,to.
2184,Bill and Charlie have already left - Bill was head boy and Charlie was captain of Quidditch.,92,0,.,Quidditch.
2185,Now Percy's a prefect.,22,0,.,prefect.
2186,"Fred and George mess around a lot, but they still get really good marks and everyone thinks they're really funny.",113,0,.,funny.
2187,"Everyone expects me to do as well as the others, but if I do, it's no big deal, because they did it first.",106,0,.,first.
2188,"You never get anything new, either, with five brothers.",55,0,.,brothers.
2189,"I've got Bill's old robes, Charlie's old wand, and Percy's old rat.""
",69,1,"""","rat.""
"
2190,"Ron reached inside his jacket and pulled out a fat gray rat, which was asleep.
",79,1,.,"asleep.
"
2191,"""His name's Scabbers and he's useless, he hardly ever wakes up.",63,0,.,up.
2192,"Percy got an owl from my dad for being made a prefect, but they couldn't aff - I mean, I got Scabbers instead.""
",112,1,"""","instead.""
"
2193,Ron's ears went pink.,21,0,.,pink.
2194,"He seemed to think he'd said too much, because he went back to staring out of the window.
",90,1,.,"window.
"
2195,Harry didn't think there was anything wrong with not being able to afford an owl.,81,0,.,owl.
2196,"After all, he'd never had any money in his life until a month ago, and he told Ron so, all about having to wear Dudley's old clothes and never getting proper birthday presents.",176,0,.,presents.
2197,"This seemed to cheer Ron up.
",29,1,.,"up.
"
2198,"""... and until Hagrid told me, I didn't know anything about being a wizard or about my parents or Voldemort - ""
",112,1,"""","""
"
2199,"Ron gasped.
",12,1,.,"gasped.
"
2200,"""What?""",7,0,"""","""What?"""
2201,"said Harry.
",12,1,.,"Harry.
"
2202,""" You said You-Know-Who's name\"" said Ron, sounding both shocked and impressed.",79,0,.,impressed.
2203,"""I'd have thought you, of all people - ""
",41,1,"""","""
"
2204,"""I'm not trying to be brave or anything, saying the name,"" said Harry, ""I just never knew you shouldn't.",104,0,.,shouldn't.
2205,See what I mean?,16,0,?,mean?
2206,I've got loads to learn.,24,0,.,learn.
2207,...,3,0,.,...
2208,"I bet,"" he added, voicing for the first time something that had been worrying him a lot lately, ""I bet I'm the worst in the class.""
",132,1,"""","class.""
"
2209,"""You won't be.",14,0,.,be.
2210,"There's loads of people who come from Muggle families and they learn quick enough.""
",84,1,"""","enough.""
"
2211,"While they had been talking, the train had carried them out of London.",70,0,.,London.
2212,Now they were speeding past fields full of cows and sheep.,58,0,.,sheep.
2213,"They were quiet for a time, watching the fields and lanes flick past.
",70,1,.,"past.
"
2214,"Around half past twelve there was a great clattering outside in the corridor and a smiling, dimpled woman slid back their door and said, ""Anything off the cart, dears?""
",169,1,"""","dears?""
"
2215,"Harry, who hadn't had any breakfast, leapt to his feet, but Ron's ears went pink again and he muttered that he'd brought sandwiches.",132,0,.,sandwiches.
2216,"Harry went out into the corridor.
",34,1,.,"corridor.
"
2217,"He had never had any money for candy with the Dursleys, and now that he had pockets rattling with gold and silver he was ready to buy as many Mars Bars as he could carry - but the woman didn't have Mars Bars.",208,0,.,Bars.
2218,"What she did have were Bertie Bott's Every Flavor Beans, Drooble's Best Blowing Gum, Chocolate Frogs, Pumpkin Pasties, Cauldron Cakes, Licorice Wands, and a number of other strange things Harry had never seen in his life.",221,0,.,life.
2219,"Not wanting to miss anything, he got some of everything and paid the woman eleven silver Sickles and seven bronze Knuts.
",121,1,.,"Knuts.
"
2220,"Ron stared as Harry brought it all back in to the compartment and tipped it onto an empty seat.
",96,1,.,"seat.
"
2221,"""Hungry, are you?""
",19,1,"""","you?""
"
2222,"""Starving,"" said Harry, taking a large bite out of a pumpkin pasty.
",68,1,.,"pasty.
"
2223,Ron had taken out a lumpy package and unwrapped it.,51,0,.,it.
2224,There were four sandwiches inside.,34,0,.,inside.
2225,"He pulled one of them apart and said, ""She always forgets I don't like corned beef.""
",85,1,"""","beef.""
"
2226,"""Swap you for one of these,"" said Harry, holding up a pasty.",60,0,.,pasty.
2227,"""Go on - ""
",11,1,"""","""
"
2228,"""You don't want this, it's all dry,"" said Ron.",46,0,.,Ron.
2229,"""She hasn't got much time,"" he added quickly, ""you know, with five of us.""
",75,1,"""","us.""
"
2230,"""Go on, have a pasty,"" said Harry, who had never had anything to share before or, indeed, anyone to share it with.",114,0,.,with.
2231,"It was a nice feeling, sitting there with Ron, eating their way through all Harry's pasties, cakes, and candies (the sandwiches lay forgotten).
",144,1,.,"forgotten).
"
2232,"""What are these?""",17,0,"""","these?"""
2233,"Harry asked Ron, holding up a pack of Chocolate Frogs.",54,0,.,Frogs.
2234,"""They're not really frogs, are they?""",37,0,"""","they?"""
2235,"He was starting to feel that nothing would surprise him.
",57,1,.,"him.
"
2236,"""No,"" said Ron.",15,0,.,Ron.
2237,"""But see what the card is.",26,0,.,is.
2238,"I'm missing Agrippa.""
",22,1,"""","Agrippa.""
"
2239,"""What?""
",8,1,"""","""What?""
"
2240,"""Oh, of course, you wouldn't know - Chocolate Frogs have cards inside them, you know, to collect - famous witches and wizards.",126,0,.,wizards.
2241,"I've got about five hundred, but I haven't got Agrippa or Ptolemy.""
",68,1,"""","Ptolemy.""
"
2242,Harry unwrapped his Chocolate Frog and picked up the card.,58,0,.,card.
2243,It showed a man's face.,23,0,.,face.
2244,"He wore half-moon glasses, had a long, crooked nose, and flowing silver hair, beard, and mustache.",98,0,.,mustache.
2245,"Underneath the picture was the name Albus Dumbledore.
",54,1,.,"Dumbledore.
"
2246,"""So this is Dumbledore!""",24,0,"""","Dumbledore!"""
2247,"said Harry.
",12,1,.,"Harry.
"
2248,"""Don't tell me you'd never heard of Dumbledore!""",48,0,"""","Dumbledore!"""
2249,said Ron.,9,0,.,Ron.
2250,"""Can I have a frog?",19,0,?,frog?
2251,"I might get Agrippa - thanks
",29,1,s,"thanks
"
2252,"Harry turned over his card and read:
",37,1,:,"read:
"
2253,"ALBUS DUMBLEDORE
",17,1,E,"DUMBLEDORE
"
2254,"CURRENTLY HEADMASTER OF HOGWARTS
",33,1,S,"HOGWARTS
"
2255,"Considered by many the greatest wizard of modern times, Dumbledore is particularly famous for his defeat of the Dark wizard Grindelwald in 1945, for the discovery of the twelve uses of dragon's blood, and his work on alchemy with his partner, Nicolas Flamel.",258,0,.,Flamel.
2256,"Professor Dumbledore enjoys chamber music and ten pin bowling.
",63,1,.,"bowling.
"
2257,"Harry turned the card back over and saw, to his astonishment, that Dumbledore 's face had disappeared.
",103,1,.,"disappeared.
"
2258,"""He's gone!""
",13,1,"""","gone!""
"
2259,"""Well, you can't expect him to hang around all day,"" said Ron.",62,0,.,Ron.
2260,"""He'll be back.",15,0,.,back.
2261,"No, I've got Morgana again and I've got about six of her ... do you want it?",76,0,?,it?
2262,"You can start collecting.""
",27,1,"""","collecting.""
"
2263,"Ron's eyes strayed to the pile of Chocolate Frogs waiting to be unwrapped.
",75,1,.,"unwrapped.
"
2264,"""Help yourself,"" said Harry.",28,0,.,Harry.
2265,"""But in, you know, the Muggle world, people just stay put in photos.""
",70,1,"""","photos.""
"
2266,"""Do they?",9,0,?,they?
2267,"What, they don't move at all?""",30,0,"""","all?"""
2268,Ron sounded amazed.,19,0,.,amazed.
2269,"""Weird).""
",10,1,"""","""Weird).""
"
2270,Harry stared as Dumbledore sidled back into the picture on his card and gave him a small smile.,95,0,.,smile.
2271,"Ron was more interested in eating the frogs than looking at the Famous Witches and Wizards cards, but Harry couldn't keep his eyes off them.",140,0,.,them.
2272,"Soon he had not only Dumbledore and Morgana, but Hengist of Woodcraft, Alberic Grunnion, Circe, Paracelsus, and Merlin.",119,0,.,Merlin.
2273,"He finally tore his eyes away from the druidess Cliodna, who was scratching her nose, to open a bag of Bertie Bott's Every Flavor Beans.
",137,1,.,"Beans.
"
2274,"""You want to be careful with those,"" Ron warned Harry.",54,0,.,Harry.
2275,"""When they say every flavor, they mean every flavor - you know, you get all the ordinary ones like chocolate and peppermint and marmalade, but then you can get spinach and liver and tripe.",188,0,.,tripe.
2276,"George reckons he had a booger-flavored one once.""
",51,1,"""","once.""
"
2277,"Ron picked up a green bean, looked at it carefully, and bit into a corner.
",75,1,.,"corner.
"
2278,"""Bleaaargh - see?",17,0,?,see?
2279,"Sprouts.""
",10,1,"""","Sprouts.""
"
2280,They had a good time eating the Every Flavor Beans.,51,0,.,Beans.
2281,"Harry got toast, coconut, baked bean, strawberry, curry, grass, coffee, sardine, and was even brave enough to nibble the end off a funny gray one Ron wouldn't touch, which turned out to be pepper.
",197,1,.,"pepper.
"
2282,The countryside now flying past the window was becoming wilder.,63,0,.,wilder.
2283,The neat fields had gone.,25,0,.,gone.
2284,"Now there were woods, twisting rivers, and dark green hills.
",61,1,.,"hills.
"
2285,There was a knock on the door of their compartment and the round-faced boy Harry had passed on platform nine and three-quarters came in.,136,0,.,in.
2286,"He looked tearful.
",19,1,.,"tearful.
"
2287,"""Sorry,"" he said, ""but have you seen a toad at all?""
",53,1,"""","all?""
"
2288,"When they shook their heads, he wailed, ""I've lost him!",55,0,!,him!
2289,"He keeps getting away from me!""
",32,1,"""","me!""
"
2290,"""Hell turn up,"" said Harry.
",28,1,.,"Harry.
"
2291,"""Yes,"" said the boy miserably.",30,0,.,miserably.
2292,"""Well, if you see him ..."" He left.
",36,1,.,"left.
"
2293,"""Don't know why he's so bothered,"" said Ron.",44,0,.,Ron.
2294,"""If I'd brought a toad I'd lose it as quick as I could.",55,0,.,could.
2295,"Mind you, I brought Scabbers, so I can't talk.""
",48,1,"""","talk.""
"
2296,"The rat was still snoozing on Ron's lap.
",41,1,.,"lap.
"
2297,"""He might have died and you wouldn't know the difference,"" said Ron in disgust.",79,0,.,disgust.
2298,"""I tried to turn him yellow yesterday to make him more interesting, but the spell didn't work.",94,0,.,work.
2299,"I'll show you, look ...""
",25,1,"""","...""
"
2300,He rummaged around in his trunk and pulled out a very battered-looking wand.,76,0,.,wand.
2301,"It was chipped in places and something white was glinting at the end.
",70,1,.,"end.
"
2302,"""Unicorn hair's nearly poking out.",34,0,.,out.
2303,"Anyway - ""
",11,1,"""","""
"
2304,He had just raised his wand when the compartment door slid open again.,70,0,.,again.
2305,"The toadless boy was back, but this time he had a girl with him.",64,0,.,him.
2306,"She was already wearing her new Hogwarts robes.
",48,1,.,"robes.
"
2307,"""Has anyone seen a toad?",24,0,?,toad?
2308,"Neville's lost one,"" she said.",30,0,.,said.
2309,"She had a bossy sort of voice, lots of bushy brown hair, and rather large front teeth.
",87,1,.,"teeth.
"
2310,"""We've already told him we haven't seen it,"" said Ron, but the girl wasn't listening, she was looking at the wand in his hand.
",127,1,.,"hand.
"
2311,"""Oh, are you doing magic?",25,0,?,magic?
2312,"Let's see it, then.""
",21,1,"""","then.""
"
2313,She sat down.,13,0,.,down.
2314,"Ron looked taken aback.
",24,1,.,"aback.
"
2315,"""Er - all right.""
",18,1,"""","right.""
"
2316,"He cleared his throat.
",23,1,.,"throat.
"
2317,"""Sunshine , daisies, butter mellow,
",36,1,",","mellow,
"
2318,"Turn this stupid, fat rat yellow.""
",35,1,"""","yellow.""
"
2319,"He waved his wand, but nothing happened.",40,0,.,happened.
2320,"Scabbers stayed gray and fast asleep.
",38,1,.,"asleep.
"
2321,"""Are you sure that's a real spell?""",35,0,"""","spell?"""
2322,said the girl.,14,0,.,girl.
2323,"""Well, it's not very good, is it?",33,0,?,it?
2324,I've tried a few simple spells just for practice and it's all worked for me.,76,0,.,me.
2325,"Nobody in my family's magic at all, it was ever such a surprise when I got my letter, but I was ever so pleased, of course, I mean, it's the very best school of witchcraft there is, I've heard - I've learned all our course books by heart, of course, I just hope it will be enough - I'm Hermione Granger, by the way, who are you?""
",330,1,"""","you?""
"
2326,"She said all this very fast.
",29,1,.,"fast.
"
2327,"Harry looked at Ron, and was relieved to see by his stunned face that he hadn't learned all the course books by heart either.
",126,1,.,"either.
"
2328,"""I'm Ron Weasley,"" Ron muttered.
",33,1,.,"muttered.
"
2329,"""Harry Potter,"" said Harry.
",28,1,.,"Harry.
"
2330,"""Are you really?""",17,0,"""","really?"""
2331,said Hermione.,14,0,.,Hermione.
2332,"""I know all about you, of course - I got a few extra books for background reading, and you're in Modern Magical History and The Rise and Fall of the Dark Arts and Great Wizarding Events of the Twentieth Century.""
",213,1,"""","Century.""
"
2333,"""Am I?""",7,0,"""","I?"""
2334,"said Harry, feeling dazed.
",27,1,.,"dazed.
"
2335,"""Goodness, didn't you know, I'd have found out everything I could if it was me,"" said Hermione.",95,0,.,Hermione.
2336,"""Do either of you know what House you'll be in?",47,0,?,in?
2337,"I've been asking around, and I hope I'm in Gryffindor, it sounds by far the best; I hear Dumbledore himself was in it, but I suppose Ravenclaw wouldn't be too bad.",163,0,.,bad.
2338,...,3,0,.,...
2339,"Anyway, we'd better go and look for Neville's toad.
",52,1,.,"toad.
"
2340,"You two had better change, you know, I expect we'll be there soon.""
",68,1,"""","soon.""
"
2341,"And she left, taking the toadless boy with her.
",48,1,.,"her.
"
2342,"""Whatever House I'm in, I hope she's not in it,"" said Ron.",58,0,.,Ron.
2343,He threw his wand back into his trunk.,38,0,.,trunk.
2344,"""Stupid spell - George gave it to me, bet he knew it was a dud.""
",65,1,"""","dud.""
"
2345,"""What House are your brothers in?""",34,0,"""","in?"""
2346,"asked Harry.
",13,1,.,"Harry.
"
2347,"""Gryffindor,"" said Ron.",23,0,.,Ron.
2348,Gloom seemed to be settling on him again.,41,0,.,again.
2349,"""Mom and Dad were in it, too.",29,0,.,too.
2350,I don't know what they'll say if I'm not.,41,0,.,not.
2351,"I don't suppose Ravenclaw would be too bad, but imagine if they put me in Slytherin.""
",86,1,"""","Slytherin.""
"
2352,"""That's the House Vol-, I mean, You-Know-Who was in?""
",54,1,"""","in?""
"
2353,"""Yeah,"" said Ron.",17,0,.,Ron.
2354,"He flopped back into his seat, looking depressed.
",50,1,.,"depressed.
"
2355,"""You know, I think the ends of Scabbers' whiskers are abit lighter,"" said Harry, trying to take Ron's mind off Houses.",118,0,.,Houses.
2356,"""So what do your oldest brothers do now that they've left, anyway?""
",68,1,"""","anyway?""
"
2357,"Harry was wondering what a wizard did once he'd finished school.
",65,1,.,"school.
"
2358,"""Charlie's in Romania studying dragons, and Bill's in Africa doing something for Gringotts,"" said Ron.",102,0,.,Ron.
2359,"""Did you hear about Gringotts?",30,0,?,Gringotts?
2360,"It's been all over the Daily Prophet, but I don't suppose you get that with the Muggles - someone tried to rob a high security vault.""
",135,1,"""","vault.""
"
2361,"Harry stared.
",14,1,.,"stared.
"
2362,"""Really?",8,0,?,"""Really?"
2363,"What happened to them?""
",24,1,"""","them?""
"
2364,"""Nothing, that's why it's such big news.",40,0,.,news.
2365,They haven't been caught.,25,0,.,caught.
2366,"My dad says it must've been a powerful Dark wizard to get round Gringotts, but they don't think they took anything, that's what's odd.",134,0,.,odd.
2367,"'Course, everyone gets scared when something like this happens in case You-Know-Who's behind it.""
",98,1,"""","it.""
"
2368,Harry turned this news over in his mind.,40,0,.,mind.
2369,He was starting to get a prickle of fear every time You-Know- Who was mentioned.,80,0,.,mentioned.
2370,"He supposed this was all part of entering the magical world, but it had been a lot more comfortable saying ""Voldemort"" without worrying.
",137,1,.,"worrying.
"
2371,"""What's your Quidditch team?""",29,0,"""","team?"""
2372,"Ron asked.
",11,1,.,"asked.
"
2373,"""Er - I don't know any,"" Harry confessed.
",42,1,.,"confessed.
"
2374,"""What!""",7,0,"""","""What!"""
2375,Ron looked dumbfounded.,23,0,.,dumbfounded.
2376,"""Oh, you wait, it's the best game in the world - "" And he was off, explaining all about the four balls and the positions of the seven players, describing famous games he'd been to with his brothers and the broomstick he'd like to get if he had the money.",254,0,.,money.
2377,"He was just taking Harry through the finer points of the game when the compartment door slid open yet again, but it wasn't Neville the toadless boy, or Hermione Granger this time.
",180,1,.,"time.
"
2378,"Three boys entered, and Harry recognized the middle one at once: It was the pale boy from Madam Malkin's robe shop.",115,0,.,shop.
2379,"He was looking at Harry with a lot more interest than he'd shown back in Diagon Alley.
",87,1,.,"Alley.
"
2380,"""Is it true?""",13,0,"""","true?"""
2381,he said.,8,0,.,said.
2382,"""They're saying all down the train that Harry Potter's in this compartment.",75,0,.,compartment.
2383,"So it's you, is it?""
",21,1,"""","it?""
"
2384,"""Yes,"" said Harry.",18,0,.,Harry.
2385,He was looking at the other boys.,33,0,.,boys.
2386,Both of them were thickset and looked extremely mean.,53,0,.,mean.
2387,"Standing on either side of the pale boy, they looked like bodyguards.
",70,1,.,"bodyguards.
"
2388,"""Oh, this is Crabbe and this is Goyle,"" said the pale boy carelessly, noticing where Harry was looking.
",104,1,.,"looking.
"
2389,"""And my names Malfoy, Draco Malfoy.""
",37,1,"""","Malfoy.""
"
2390,"Ron gave a slight cough, which might have been hiding a snigger.",64,0,.,snigger.
2391,"Draco Malfoy looked at him.
",28,1,.,"him.
"
2392,"""Think my name's funny, do you?",31,0,?,you?
2393,No need to ask who you are.,27,0,.,are.
2394,"My father told me all the Weasleys have red hair, freckles, and more children than they can afford.""
",101,1,"""","afford.""
"
2395,He turned back to Harry.,24,0,.,Harry.
2396,"""You'll soon find out some wizarding families are much better than others,
",75,1,",","others,
"
2397,Potter.,7,0,.,Potter.
2398,You don't want to go making friends with the wrong sort.,56,0,.,sort.
2399,"I can help you there.""
",23,1,"""","there.""
"
2400,"He held out his hand to shake Harry's, but Harry didn't take it.
",65,1,.,"it.
"
2401,"""I think I can tell who the wrong sort are for myself, thanks,"" he said coolly.
",80,1,.,"coolly.
"
2402,"Draco Malfoy didn't go red, but a pink tinge appeared in his pale cheeks.
",74,1,.,"cheeks.
"
2403,"""I'd be careful if I were you, Potter,"" he said slowly.",55,0,.,slowly.
2404,"""Unless you're a bit politer you'll go the same way as your parents.",68,0,.,parents.
2405,"They didn't know what was good for them, either.",48,0,.,either.
2406,"You hang around with riffraff like the Weasleys and that Hagrid, and it'll rub off on you.""
",92,1,"""","you.""
"
2407,"Both Harry and Ron stood up.
",29,1,.,"up.
"
2408,"""Say that again,"" Ron said, his face as red as his hair.
",57,1,.,"hair.
"
2409,"""Oh, you're going to fight us, are you?""",40,0,"""","you?"""
2410,"Malfoy sneered.
",16,1,.,"sneered.
"
2411,"""Unless you get out now,"" said Harry, more bravely than he felt, because Crabbe and Goyle were a lot bigger than him or Ron.
",125,1,.,"Ron.
"
2412,"""But we don't feel like leaving, do we, boys?",45,0,?,boys?
2413,"We've eaten all our food and you still seem to have some.""
",59,1,"""","some.""
"
2414,"Goyle reached toward the Chocolate Frogs next to Ron - Ron leapt forward, but before he'd so much as touched Goyle, Goyle let out a horrible yell.
",147,1,.,"yell.
"
2415,"Scabbers the rat was hanging off his finger, sharp little teeth sunk deep into Goyle 's knuckle - Crabbe and Malfoy backed away as Goyle swung Scabbers round and round, howling, and when Scabbers finally flew off and hit the window, all three of them disappeared at once.",271,0,.,once.
2416,"Perhaps they thought there were more rats lurking among the sweets, or perhaps they'd heard footsteps, because a second later, Hermione Granger had come in.
",157,1,.,"in.
"
2417,"""What has been going on?""",25,0,"""","on?"""
2418,"she said, looking at the sweets all over the floor and Ron picking up Scabbers by his tail.
",92,1,.,"tail.
"
2419,"""I think he's been knocked out,"" Ron said to Harry.
",52,1,.,"Harry.
"
2420,He looked closer at Scabbers.,29,0,.,Scabbers.
2421,"""No - I don't believe it -he's gone back to sleep.""
",52,1,"""","sleep.""
"
2422,"And so he had.
",15,1,.,"had.
"
2423,"""You've met Malfoy before?""
",28,1,"""","before?""
"
2424,"Harry explained about their meeting in Diagon Alley.
",53,1,.,"Alley.
"
2425,"""I've heard of his family,"" said Ron darkly.",44,0,.,darkly.
2426,"""They were some of the first to come back to our side after You- Know-Who disappeared.",86,0,.,disappeared.
2427,Said they'd been bewitched.,27,0,.,bewitched.
2428,My dad doesn't believe it.,26,0,.,it.
2429,"He says Malfoy's father didn't need an excuse to go over to the Dark Side.""",75,0,"""","Side."""
2430,He turned to Hermione.,22,0,.,Hermione.
2431,"""Can we help you with something?""
",34,1,"""","something?""
"
2432,"""You'd better hurry up and put your robes on, I've just been up to the front to ask the conductor, and he says we're nearly there.",130,0,.,there.
2433,"You haven't been fighting, have you?",36,0,?,you?
2434,"You'll be in trouble before we even get there!""
",48,1,"""","there!""
"
2435,"""Scabbers has been fighting, not us,"" said Ron, scowling at her.",64,0,.,her.
2436,"""Would you mind leaving while we change?""
",42,1,"""","change?""
"
2437,"""All right - I only came in here because people outside are behaving very childishly, racing up and down the corridors,"" said Hermione in a sniffy voice.
",154,1,.,"voice.
"
2438,"""And you've got dirt on your nose, by the way, did you know?""
",62,1,"""","know?""
"
2439,Ron glared at her as she left.,30,0,.,left.
2440,Harry peered out of the window.,31,0,.,window.
2441,It was getting dark.,20,0,.,dark.
2442,He could see mountains and forests under a deep purple sky.,59,0,.,sky.
2443,"The train did seem to be slowing down.
",39,1,.,"down.
"
2444,He and Ron took off their jackets and pulled on their long black robes.,71,0,.,robes.
2445,"Ron's were a bit short for him, you could see his sneakers underneath them.
",76,1,.,"them.
"
2446,"A voice echoed through the train: ""We will be reaching Hogwarts in five minutes' time.",86,0,.,time.
2447,"Please leave your luggage on the train, it will be taken to the school separately.""
",84,1,"""","separately.""
"
2448,"Harry's stomach lurched with nerves and Ron, he saw, looked pale under his freckles.",84,0,.,freckles.
2449,"They crammed their pockets with the last of the sweets and joined the crowd thronging the corridor.
",100,1,.,"corridor.
"
2450,The train slowed right down and finally stopped.,48,0,.,stopped.
2451,"People pushed their way toward the door and out on to a tiny, dark platform.",76,0,.,platform.
2452,Harry shivered in the cold night air.,37,0,.,air.
2453,"Then a lamp came bobbing over the heads of the students, and Harry heard a familiar voice: ""Firs' years!",104,0,!,years!
2454,Firs' years over here!,22,0,!,here!
2455,"All right there, Harry?""
",25,1,"""","Harry?""
"
2456,"Hagrid's big hairy face beamed over the sea of heads.
",54,1,.,"heads.
"
2457,"""C'mon, follow me - any more firs' years?",41,0,?,years?
2458,"Mind yer step, now!",19,0,!,now!
2459,"Firs' years follow me!""
",24,1,"""","me!""
"
2460,"Slipping and stumbling, they followed Hagrid down what seemed to be a steep, narrow path.",89,0,.,path.
2461,It was so dark on either side of them that Harry thought there must be thick trees there.,89,0,.,there.
2462,"Nobody spoke much.
",19,1,.,"much.
"
2463,"Neville, the boy who kept losing his toad, sniffed once or twice.
",66,1,.,"twice.
"
2464,"""Yeh'll get yer firs' sight o' Hogwarts in a sec,"" Hagrid called over his shoulder, ""jus' round this bend here.""
",113,1,"""","here.""
"
2465,"There was a loud ""Oooooh!""
",27,1,"""","""Oooooh!""
"
2466,The narrow path had opened suddenly onto the edge of a great black lake.,72,0,.,lake.
2467,"Perched atop a high mountain on the other side, its windows sparkling in the starry sky, was a vast castle with many turrets and towers.
",137,1,.,"towers.
"
2468,"""No more'n four to a boat!""",27,0,"""","boat!"""
2469,"Hagrid called, pointing to afleet of little boats sitting in the water by the shore.",84,0,.,shore.
2470,"Harry and Ron were followed into their boat by Neville and Hermione.
",69,1,.,"Hermione.
"
2471,"""Everyone in?""",14,0,"""","in?"""
2472,"shouted Hagrid, who had a boat to himself.",42,0,.,himself.
2473,"""Right then - FORWARD!""
",24,1,"""","FORWARD!""
"
2474,"And the fleet of little boats moved off all at once, gliding across the lake, which was as smooth as glass.",107,0,.,glass.
2475,"Everyone was silent, staring up at the great castle overhead.",61,0,.,overhead.
2476,"It towered over them as they sailed nearer and nearer to the cliff on which it stood.
",86,1,.,"stood.
"
2477,"""Heads down!""",13,0,"""","down!"""
2478,yelled Hagrid as the first boats reached the cliff; they all bent their heads and the little boats carried them through a curtain of ivy that hid a wide opening in the cliff face.,179,0,.,face.
2479,"They were carried along a dark tunnel, which seemed to be taking them right underneath the castle, until they reached a kind of underground harbor, where they clambered out onto rocks and pebbles.
",197,1,.,"pebbles.
"
2480,"""Oy, you there!",15,0,!,there!
2481,"Is this your toad?""",19,0,"""","toad?"""
2482,"said Hagrid, who was checking the boats as people climbed out of them.
",71,1,.,"them.
"
2483,"""Trevor!""",9,0,"""","""Trevor!"""
2484,"cried Neville blissfully, holding out his hands.",48,0,.,hands.
2485,"Then they clambered up a passageway in the rock after Hagrid's lamp, coming out at last onto smooth, damp grass right in the shadow of the castle.
",147,1,.,"castle.
"
2486,"They walked up a flight of stone steps and crowded around the huge, oak front door.
",84,1,.,"door.
"
2487,"""Everyone here?",15,0,?,here?
2488,"You there, still got yer toad?""
",32,1,"""","toad?""
"
2489,"Hagrid raised a gigantic fist and knocked three times on the castle door.
",74,1,.,"door.
"
2490,The door swung open at once.,28,0,.,once.
2491,"A tall, black-haired witch in emerald-green robes stood there.",62,0,.,there.
2492,"She had a very stern face and Harry's first thought was that this was not someone to cross.
",92,1,.,"cross.
"
2493,"""The firs' years, Professor McGonagall,"" said Hagrid.
",54,1,.,"Hagrid.
"
2494,"""Thank you, Hagrid.",19,0,.,Hagrid.
2495,"I will take them from here.""
",29,1,"""","here.""
"
2496,She pulled the door wide.,25,0,.,wide.
2497,The entrance hall was so big you could have fit the whole of the Dursleys' house in it.,87,0,.,it.
2498,"The stone walls were lit with flaming torches like the ones at Gringotts, the ceiling was too high to make out, and a magnificent marble staircase facing them led to the upper floors.
",184,1,.,"floors.
"
2499,They followed Professor McGonagall across the flagged stone floor.,66,0,.,floor.
2500,"Harry could hear the drone of hundreds of voices from a doorway to the right - the rest of the school must already be here - but Professor McGonagall showed the first years into a small, empty chamber off the hall.",214,0,.,hall.
2501,"They crowded in, standing rather closer together than they would usually have done, peering about nervously.
",109,1,.,"nervously.
"
2502,"""Welcome to Hogwarts,"" said Professor McGonagall.",49,0,.,McGonagall.
2503,"""The start-of-term banquet will begin shortly, but before you take your seats in the Great Hall, you will be sorted into your Houses.",133,0,.,Houses.
2504,"The Sorting is a very important ceremony because, while you are here, your House will be something like your family within Hogwarts.",132,0,.,Hogwarts.
2505,"You will have classes with the rest of your House, sleep in your House dormitory, and spend free time in your House common room.
",129,1,.,"room.
"
2506,"""The four Houses are called Gryffindor, Hufflepuff, Ravenclaw, and Slytherin.",77,0,.,Slytherin.
2507,Each House has its own noble history and each has produced outstanding witches and wizards.,91,0,.,wizards.
2508,"While you are at Hogwarts, your triumphs will earn your House points, while any rule- breaking will lose House points.",118,0,.,points.
2509,"At the end of the year, the House with the most points is awarded the House cup, a great honor.",95,0,.,honor.
2510,"I hope each of you will be a credit to whichever House becomes yours.
",70,1,.,"yours.
"
2511,"""The Sorting Ceremony will take place in a few minutes in front of the rest of the school.",90,0,.,school.
